Reposo,Esfuerzo,Meditacion,Abriendo Cerrando ojos Cerebro,Abriendo Cerrando ojos  Corazon,AYB Cerebro,AYB Corazon ,Meditando Cerebro,Meditando Corazon,MeditandoSeg
-0.255191798,-0.223359196,-0.001963054,0.015863203,-0.024803414,0.009496683,-0.022893714,0.033689461,-0.020347448,0.025412984
-0.293390921,-0.210626155,0.000583554,0.014589899,-0.022893714,-0.00387301,-0.02543998,0.031779504,-0.019710882,0.025412984
-0.27429136,-0.197893114,0.011406639,0.006950075,-0.020984015,-0.001963054,-0.028622812,0.036236069,-0.022893714,0.02732294
-0.267924839,-0.210626155,0.004403466,0.008860031,-0.023530281,-0.00387301,-0.026713113,0.034962765,-0.022893714,0.005676771
-0.261558319,-0.178793553,0.009496683,-0.00068975,-0.020347448,0.00249351,-0.026076547,0.034326113,-0.021620581,0.015863203
-0.267924839,-0.178793553,0.005040118,-0.003236358,-0.020984015,-0.006419618,-0.023530281,0.035599417,-0.017801183,0.019046464
-0.255191798,-0.210626155,0.010133335,0.00249351,-0.021620581,0.003130162,-0.020984015,0.029232896,-0.017801183,0.006950075
-0.261558319,-0.210626155,0.008860031,0.003130162,-0.021620581,-0.005146314,-0.017801183,0.027959592,-0.02543998,0.013316595
-0.27429136,-0.191526594,0.00249351,-0.008966227,-0.024803414,-0.007692922,-0.015254917,0.017773159,-0.021620581,0.015226551
-0.255191798,-0.178793553,0.003130162,0.005040118,-0.024803414,-0.008966227,-0.011435518,0.025412984,-0.026076547,0.011406639
-0.267924839,-0.166060512,0.001856858,0.000583554,-0.023530281,-0.00705627,-0.010162385,0.012043291,-0.026076547,0.022866376
-0.255191798,-0.178793553,0.007586727,-0.002599706,-0.020347448,-0.014059443,-0.015254917,0.010133335,-0.02543998,0.02732294
-0.261558319,-0.134227909,0.004403466,0.005040118,-0.022893714,-0.010876183,-0.008889252,0.012679943,-0.024803414,0.026686288
-0.255191798,-0.153327471,-5.31E-05,-0.00068975,-0.023530281,-0.014696095,-0.012072085,0.017773159,-0.020347448,0.018409811
-0.267924839,-0.166060512,0.004403466,-0.012149487,-0.023530281,-0.010876183,-0.017164616,0.026049636,-0.022257148,0.007586727
-0.267924839,-0.14696095,-0.001326402,-0.010239531,-0.022893714,-0.019789311,-0.015254917,0.0305062,-0.018437749,-0.010876183
-0.267924839,-0.166060512,0.000583554,-0.005782966,-0.020984015,-0.014059443,-0.013345217,0.02095642,-0.024803414,-0.005782966
-0.236092237,-0.14059443,0.001856858,-0.004509662,-0.019074316,-0.010876183,-0.022893714,0.042602589,-0.022893714,0.012679943
-0.255191798,-0.127861389,-0.003236358,0.000583554,-0.020347448,-0.005782966,-0.010162385,0.024776332,-0.019074316,0.013953247
-0.255191798,-0.134227909,-0.001326402,0.003130162,-0.024166847,-0.009602879,-0.018437749,0.031779504,-0.019074316,0.017136507
-0.261558319,-0.108761827,-0.002599706,-0.004509662,-0.021620581,-0.007692922,-0.012072085,0.02095642,-0.020984015,0.003130162
-0.242458757,-0.127861389,-0.003236358,0.005040118,-0.019074316,-0.00068975,-0.017801183,0.02095642,-0.018437749,0.007586727
-0.229725716,-0.14059443,-5.31E-05,0.003766814,-0.02543998,0.003766814,-0.019074316,0.015863203,-0.022893714,0.013953247
-0.223359196,-0.134227909,-0.007692922,-0.012786139,-0.024803414,-0.011512835,-0.019710882,0.017136507,-0.019074316,-0.003236358
-0.242458757,-0.102395307,-0.015332747,-0.008329575,-0.02543998,-0.013422791,-0.01652805,0.024776332,-0.017801183,-0.00068975
-0.242458757,-0.108761827,-0.010876183,-0.005782966,-0.021620581,-0.018516007,-0.019074316,0.015226551,-0.018437749,-0.001326402
-0.216992675,-0.070562704,-0.015332747,-0.017879355,-0.026076547,-5.31E-05,-0.017801183,0.022229724,-0.012072085,0.00249351
-0.242458757,-0.083295745,-0.015332747,-0.00705627,-0.023530281,-0.00387301,-0.015254917,0.025412984,-0.012708651,-0.020425963
-0.242458757,-0.057829663,-0.017242703,-0.024245876,-0.024803414,0.001856858,-0.017801183,0.00249351,-0.01652805,-0.013422791
-0.248825278,-0.064196184,-0.007692922,-0.016606051,-0.02543998,-0.010876183,-0.017801183,-0.003236358,-0.013981784,-0.013422791
-0.242458757,-0.076929225,-0.014696095,-0.028065788,-0.022893714,-0.008329575,-0.018437749,-0.014059443,-0.020347448,-0.007692922
-0.242458757,-0.083295745,-0.026155832,-0.02870244,-0.024166847,-0.014059443,-0.017801183,0.012043291,-0.020984015,-0.010876183
-0.242458757,-0.096028786,-0.032522352,-0.020425963,-0.024803414,-0.008966227,-0.024803414,0.007586727,-0.021620581,-0.003236358
-0.248825278,-0.096028786,-0.035705613,-0.020425963,-0.023530281,-0.010876183,-0.023530281,-0.011512835,-0.015891483,-0.011512835
-0.242458757,-0.108761827,-0.02551918,-0.016606051,-0.020984015,-0.010239531,-0.026076547,-0.010239531,-0.010798952,-0.005782966
-0.236092237,-0.134227909,-0.021699268,-0.001963054,-0.026076547,-0.012786139,-0.024803414,-0.00705627,-0.008252686,-0.006419618
-0.216992675,-0.14696095,-0.016606051,-0.018516007,-0.021620581,0.000583554,-0.030532512,0.00249351,-0.012708651,0.005040118
-0.210626155,-0.134227909,-0.02551918,-0.024882528,-0.020347448,0.004403466,-0.024166847,0.005676771,-0.00570642,0.005676771
-0.229725716,-0.166060512,-0.019152659,-0.026155832,-0.023530281,-0.005146314,-0.027986246,0.019683116,-0.009525819,-5.31E-05
-0.204259634,-0.153327471,-0.014696095,-0.021699268,-0.022893714,0.005040118,-0.024803414,0.016499855,-0.007616119,0.004403466
-0.204259634,-0.153327471,-0.021062615,-0.031249048,-0.020984015,0.001856858,-0.024803414,0.022866376,-0.017801183,0.005040118
-0.216992675,-0.172427032,-0.02551918,-0.024245876,-0.02543998,-0.002599706,-0.027986246,0.019046464,-0.015254917,-0.005782966
-0.197893114,-0.166060512,-0.024882528,-0.020425963,-0.019710882,0.003130162,-0.026076547,0.015863203,-0.011435518,0.006950075
-0.185160073,-0.166060512,-0.017879355,-0.010876183,-0.024166847,-0.009602879,-0.027986246,0.024776332,-0.013981784,0.005040118
-0.191526594,-0.178793553,-0.006419618,-0.015969399,-0.02543998,-0.017242703,-0.026076547,0.014589899,-0.015254917,0.008860031
-0.197893114,-0.166060512,-0.012149487,-0.028065788,-0.026076547,-0.005146314,-0.021620581,0.000583554,-0.010162385,0.009496683
-0.178793553,-0.178793553,-0.006419618,-0.038888873,-0.024166847,-0.00705627,-0.022893714,0.005040118,-0.008889252,0.015226551
-0.166060512,-0.172427032,-0.004509662,-0.02870244,-0.030532512,-0.010876183,-0.020347448,-0.006419618,-0.009525819,0.015226551
-0.178793553,-0.191526594,-0.010876183,-0.0318857,-0.021620581,-0.002599706,-0.020347448,0.005040118,-0.006979553,0.012043291
-0.14696095,-0.210626155,-0.008329575,-0.010876183,-0.019710882,-0.004509662,-0.023530281,0.000583554,-0.007616119,0.004403466
-0.172427032,-0.248825278,-0.013422791,-0.024245876,-0.022257148,-0.009602879,-0.033078778,0.009496683,-0.008889252,0.005676771
-0.14059443,-0.28065788,-0.011512835,-0.017879355,-0.02543998,-0.029339092,-0.027986246,0.003766814,-0.008889252,0.003130162
-0.134227909,-0.242458757,-0.015969399,-0.021062615,-0.022257148,-0.023609224,-0.031169078,0.015863203,-0.015254917,0.005676771
-0.134227909,-0.242458757,-0.007692922,-0.006419618,-0.022893714,-0.020425963,-0.024803414,0.018409811,-0.00570642,-5.31E-05
-0.134227909,-0.248825278,-5.31E-05,-0.017879355,-0.017801183,-0.018516007,-0.026076547,0.00249351,-0.010798952,0.00249351
-0.134227909,-0.229725716,-5.31E-05,-0.020425963,-0.018437749,-0.015969399,-0.026076547,-0.001326402,-0.008252686,0.000583554
-0.115128348,-0.204259634,0.001220206,-5.31E-05,-0.019074316,-0.016606051,-0.02543998,-0.00068975,-0.012708651,0.003130162
-0.108761827,-0.216992675,-0.011512835,-0.011512835,-0.022893714,-0.017879355,-0.027986246,-0.005782966,-0.015891483,0.006950075
-0.115128348,-0.197893114,-0.011512835,-0.021062615,-0.024166847,-0.017879355,-0.027986246,-0.001963054,-0.015254917,0.006313423
-0.108761827,-0.210626155,-5.31E-05,-0.026155832,-0.022893714,-0.015332747,-0.024803414,-0.00387301,-0.017801183,0.006313423
-0.121494868,-0.197893114,-0.012149487,-0.005146314,-0.029259379,-0.006419618,-0.020347448,-0.007692922,-0.017801183,-0.008966227
-0.115128348,-0.236092237,0.00249351,-0.018516007,-0.024803414,-0.013422791,-0.020347448,0.006950075,-0.01652805,-0.005146314
-0.108761827,-0.223359196,0.004403466,-0.00387301,-0.020347448,-0.005782966,-0.020984015,0.005676771,-0.019074316,-0.013422791
-0.108761827,-0.261558319,0.006313423,-0.016606051,-0.021620581,-0.015332747,-0.022893714,0.003766814,-0.019710882,-0.009602879
-0.108761827,-0.27429136,0.005676771,-0.006419618,-0.027986246,-0.010876183,-0.023530281,-0.001326402,-0.017801183,-0.003236358
-0.134227909,-0.337956564,0.006950075,-0.022972572,-0.029259379,-0.012786139,-0.019074316,-0.003236358,-0.020984015,-5.31E-05
-0.115128348,-0.388888728,0.000583554,-0.003236358,-0.026076547,-0.011512835,-0.023530281,-0.014696095,-0.024803414,-0.019152659
-0.14059443,-0.452553933,0.000583554,-0.001326402,-0.018437749,-0.001963054,-0.021620581,-0.00068975,-0.02543998,-0.007692922
-0.134227909,-0.458920454,0.003766814,-0.008966227,-0.02543998,0.001220206,-0.022893714,0.001856858,-0.023530281,-0.006419618
-0.134227909,-0.433454372,-5.31E-05,0.009496683,-0.020984015,0.005676771,-0.029259379,0.00249351,-0.02543998,-0.00068975
-0.159693991,-0.420721331,0.008860031,0.013953247,-0.017801183,0.005676771,-0.027349679,0.008860031,-0.026076547,-0.017879355
-0.191526594,-0.363422646,0.014589899,0.013316595,-0.020984015,0.003766814,-0.026713113,-0.010239531,-0.028622812,-0.002599706
-0.185160073,-0.28065788,0.012043291,0.02413968,-0.024803414,-0.012786139,-0.024166847,-0.005146314,-0.027986246,-0.02551918
-0.159693991,-0.153327471,0.006950075,0.017773159,-0.022257148,0.00249351,-0.022893714,-0.002599706,-0.028622812,-0.014696095
-0.178793553,0.056767705,0.004403466,0.02413968,-0.023530281,0.005040118,-0.022893714,-0.001963054,-0.031169078,-0.002599706
-0.172427032,0.432392413,-0.004509662,0.029232896,-0.020984015,-0.001963054,-0.021620581,-0.001326402,-0.029895945,-0.011512835
-0.197893114,0.636121069,-0.00387301,0.02095642,-0.022893714,-5.31E-05,-0.022893714,-0.005146314,-0.03435191,0.001856858
-0.197893114,0.693419753,-0.005146314,0.029232896,-0.021620581,-0.001326402,-0.020347448,-0.006419618,-0.033715344,0.001220206
-0.204259634,0.782551039,-0.00068975,0.031779504,-0.028622812,-0.008966227,-0.027986246,0.005676771,-0.033078778,-0.013422791
-0.185160073,0.706152794,-0.00068975,0.020319768,-0.028622812,-0.012786139,-0.024166847,-0.006419618,-0.03626161,-0.009602879
-0.204259634,0.228663758,0.003130162,0.019683116,-0.029895945,-0.010876183,-0.026076547,-0.00705627,-0.038807876,-0.010876183
-0.204259634,-0.267924839,-0.00068975,0.012679943,-0.027986246,-0.006419618,-0.027349679,0.001220206,-0.033715344,-0.00387301
-0.204259634,-0.40798829,-0.00705627,0.012043291,-0.02543998,-0.009602879,-0.036898176,0.003766814,-0.033715344,-0.004509662
-0.197893114,-0.522585658,-0.001326402,0.010133335,-0.022257148,-0.010239531,-0.040717575,-0.00387301,-0.03435191,-0.002599706
-0.210626155,-0.573517822,-0.006419618,0.006950075,-0.015254917,-0.001963054,-0.047719806,0.019683116,-0.033715344,-5.31E-05
-0.204259634,-0.637183027,-0.008329575,0.012043291,-0.015891483,-0.008329575,-0.056631736,0.013316595,-0.036898176,-0.002599706
-0.210626155,-0.567151302,-0.010239531,-0.005782966,-0.015891483,-0.00068975,-0.055358603,-0.005146314,-0.033078778,-0.00705627
-0.204259634,-0.535318699,-0.009602879,-0.008329575,-0.015891483,-0.00387301,-0.04517354,-0.00068975,-0.033715344,-5.31E-05
-0.210626155,-0.484386535,-0.013422791,-0.005782966,-0.012708651,-0.00705627,-0.03435191,0.005040118,-0.031169078,-0.005782966
-0.216992675,-0.446187413,-0.007692922,-0.008329575,-0.012708651,-0.010876183,0.001932377,-5.31E-05,-0.028622812,-0.007692922
-0.210626155,-0.446187413,-0.023609224,-0.008329575,-0.010798952,-0.010239531,0.033124134,-0.001963054,-0.031805645,-0.00387301
-0.223359196,-0.395255249,-0.020425963,-0.019152659,-0.02543998,-0.015332747,0.077047219,-0.00705627,-0.031169078,-0.005782966
-0.236092237,-0.337956564,-0.010876183,-0.015332747,-0.021620581,-0.015332747,0.119060605,-0.021062615,-0.030532512,-0.001963054
-0.216992675,-0.28065788,-0.013422791,-0.020425963,-0.028622812,-0.016606051,0.159164291,-0.016606051,-0.028622812,-0.012786139
-0.216992675,-0.248825278,-0.017242703,-0.02551918,-0.020347448,-0.016606051,0.185263516,0.005040118,-0.033715344,0.003766814
-0.210626155,-0.191526594,-0.015969399,-0.017242703,-0.020347448,-0.007692922,0.20245081,0.001220206,-0.03435191,-0.003236358
-0.216992675,-0.178793553,-0.010239531,-0.015969399,-0.026076547,-0.012786139,0.212635873,-0.014059443,-0.033078778,0.00249351
-0.229725716,-0.166060512,-0.002599706,-0.019152659,-0.021620581,-0.015969399,0.199904544,-0.00705627,-0.031169078,0.00249351
-0.229725716,-0.172427032,-0.018516007,-0.023609224,-0.021620581,-0.014696095,0.166803088,-0.009602879,-0.031805645,0.006950075
-0.229725716,-0.153327471,-0.005146314,-0.014696095,-0.024166847,-0.015332747,0.127972535,0.00249351,-0.027986246,-0.001326402
-0.216992675,-0.127861389,-0.010876183,-0.012149487,-0.029259379,-0.019789311,0.098690478,0.001220206,-0.027986246,0.003766814
-0.216992675,-0.134227909,-0.020425963,-0.017879355,-0.022893714,-0.024882528,0.068771855,0.003766814,-0.024803414,-0.002599706
-0.229725716,-0.096028786,-0.017242703,-0.022972572,-0.031805645,-0.015332747,0.027395035,-0.00387301,-0.023530281,0.010133335
-0.229725716,-0.108761827,-0.014696095,-0.020425963,-0.02543998,-0.02551918,-0.002523588,-0.008329575,-0.024166847,0.004403466
-0.223359196,-0.115128348,-0.010239531,-0.018516007,-0.020347448,-0.021062615,-0.035625043,-0.008329575,-0.02543998,0.017773159
-0.267924839,-0.102395307,0.00249351,-0.014059443,-0.019710882,-0.021062615,-0.050902638,-0.004509662,-0.029895945,0.012679943
-0.312490483,-0.096028786,0.005040118,-0.021062615,-0.020984015,-0.030612396,-0.057904869,0.001856858,-0.031169078,0.015863203
-0.350689605,-0.102395307,-0.001963054,-0.015332747,-0.02543998,-0.016606051,-0.064270534,-0.005146314,-0.028622812,0.02095642
-0.41435481,-0.102395307,-0.003236358,-0.010239531,-0.022257148,-0.023609224,-0.069363065,-0.001326402,-0.029259379,0.020319768
-0.427087851,-0.096028786,-0.013422791,-0.006419618,-0.026076547,-0.016606051,-0.074455597,-0.003236358,-0.026076547,0.017136507
