Reposo,Esfuerzo,Meditacion,Abriendo Cerrando ojos Cerebro,Abriendo Cerrando ojos  Corazon,AYB Cerebro,AYB Corazon ,Meditando Cerebro,Meditando Corazon,MeditandoSeg
-0.197893114,-0.153327471,0.00249351,-0.015969399,-0.02543998,0.005040118,-0.020984015,-0.008329575,-0.027986246,-0.016606051
-0.197893114,-0.159693991,-5.31E-05,-0.019789311,-0.026076547,0.007586727,-0.02543998,-0.00387301,-0.022893714,-0.014059443
-0.191526594,-0.127861389,0.000583554,-0.013422791,-0.026076547,0.005040118,-0.033715344,-0.011512835,-0.026076547,-0.019789311
-0.191526594,-0.115128348,0.001856858,-0.017242703,-0.027986246,0.004403466,-0.033078778,-0.023609224,-0.026713113,-0.02551918
-0.166060512,-0.115128348,0.007586727,-0.010239531,-0.027349679,0.006313423,-0.031805645,-0.021062615,-0.019710882,-0.026792484
-0.172427032,-0.14059443,0.006950075,-0.006419618,-0.027986246,0.008223379,-0.029895945,-0.015332747,-0.020347448,-0.024882528
-0.153327471,-0.121494868,0.003130162,-0.003236358,-0.024166847,0.012679943,-0.024803414,-0.016606051,-0.020984015,-0.005146314
-0.14696095,-0.121494868,0.000583554,0.006950075,-0.026076547,0.013953247,-0.027349679,-0.028065788,-0.019710882,-0.014696095
-0.14696095,-0.153327471,0.013953247,0.006313423,-0.023530281,0.010769987,-0.028622812,-0.037615569,-0.017801183,-0.024245876
-0.14696095,-0.14059443,0.014589899,0.008223379,-0.022257148,0.009496683,-0.029895945,-0.052258566,-0.020984015,-0.034432308
-0.127861389,-0.121494868,0.017136507,-0.005146314,-0.021620581,0.010769987,-0.030532512,-0.05353187,-0.021620581,-0.023609224
-0.14059443,-0.096028786,0.015226551,-0.003236358,-0.020984015,0.006950075,-0.028622812,-0.031249048,-0.022893714,-0.032522352
-0.134227909,-0.102395307,0.015863203,0.00249351,-0.024166847,0.007586727,-0.030532512,-0.036342265,-0.022893714,-0.032522352
-0.127861389,-0.083295745,0.017136507,0.003130162,-0.024803414,0.010769987,-0.027986246,-0.033159004,-0.021620581,-0.040162177
-0.134227909,-0.102395307,0.012043291,0.001220206,-0.029895945,0.009496683,-0.031805645,-0.033795656,-0.020347448,-0.035068961
-0.14059443,-0.108761827,0.012043291,-0.006419618,-0.024803414,-5.31E-05,-0.026076547,-0.032522352,-0.01652805,-0.029975744
-0.153327471,-0.096028786,0.019683116,0.001220206,-0.027986246,-0.002599706,-0.02543998,-0.028065788,-0.015891483,-0.036342265
-0.134227909,-0.102395307,0.035599417,0.008860031,-0.027986246,0.010133335,-0.026076547,-0.030612396,-0.017801183,-0.02551918
-0.14696095,-0.076929225,0.02732294,0.001220206,-0.021620581,0.010133335,-0.029895945,-0.045255393,-0.019710882,-0.02551918
-0.134227909,-0.089662266,0.026049636,0.005040118,-0.02543998,-0.001326402,-0.031805645,-0.037615569,-0.013981784,-0.027429136
-0.14696095,-0.083295745,0.033052809,0.008223379,-0.02543998,-0.001963054,-0.024803414,-0.019789311,-0.015891483,-0.021062615
-0.127861389,-0.038730102,0.028596244,0.007586727,-0.017801183,0.008860031,-0.032442211,-0.015332747,-0.01461835,-0.009602879
-0.127861389,-0.057829663,0.027959592,0.001220206,-0.015254917,0.001220206,-0.028622812,-0.021062615,-0.004433287,-0.015332747
-0.127861389,-0.025997061,0.034326113,-0.003236358,-0.022257148,0.003766814,-0.026713113,-0.023609224,-0.007616119,-0.015969399
-0.083295745,-0.025997061,0.034326113,0.007586727,-0.020347448,0.003766814,-0.034988477,-0.026792484,-0.013981784,-0.02551918
-0.076929225,-0.038730102,0.036236069,0.005676771,-0.026713113,0.005676771,-0.031805645,-0.042072133,-0.010162385,-0.029975744
-0.070562704,-0.038730102,0.033689461,0.012679943,-0.019074316,0.006950075,-0.033715344,-0.043345437,-0.011435518,-0.011512835
-0.019630541,-0.032363582,0.029869548,0.021593072,-0.024166847,0.015226551,-0.018437749,-0.027429136,-0.020347448,-0.007692922
-0.045096623,-0.032363582,0.025412984,0.006950075,-0.024166847,0.010769987,-0.029259379,-0.044618741,-0.019710882,-0.007692922
-0.019630541,-0.01326402,0.02413968,0.019683116,-0.019710882,0.017773159,-0.020984015,-0.047165349,-0.020984015,0.008223379
-0.051463143,0.005835541,0.017136507,0.008223379,-0.015254917,0.00249351,-0.022893714,-0.043982089,-0.018437749,0.000583554
-0.051463143,0.024935103,0.020319768,-0.005782966,-0.017801183,0.008223379,-0.024803414,-0.036978917,-0.011435518,-0.004509662
-0.064196184,0.050401185,0.014589899,0.001220206,-0.015254917,0.011406639,-0.024166847,-0.056078478,-0.011435518,-0.008966227
-0.064196184,0.044034664,0.013953247,-0.008329575,-0.015254917,0.012679943,-0.024166847,-0.066264911,-0.015891483,0.001220206
-0.057829663,0.056767705,0.015863203,-5.31E-05,-0.015891483,0.012043291,-0.023530281,-0.065628259,-0.018437749,-0.007692922
-0.064196184,0.075867267,0.012679943,-0.008966227,-0.017164616,0.010769987,-0.024166847,-0.066264911,-0.020984015,-0.009602879
-0.051463143,0.075867267,0.013316595,-0.011512835,-0.013345217,0.017136507,-0.022257148,-0.055441826,-0.01652805,0.00249351
-0.038730102,0.101333348,0.003766814,-0.009602879,-0.013345217,0.012679943,-0.022893714,-0.043345437,-0.024166847,-0.005146314
-0.070562704,0.101333348,0.000583554,-0.005146314,-0.009525819,0.013953247,-0.020984015,-0.028065788,-0.018437749,-0.007692922
-0.070562704,0.133165951,-0.006419618,-0.008329575,-0.009525819,0.012043291,-0.023530281,-0.045255393,-0.020984015,-0.009602879
-0.057829663,0.139532471,-0.009602879,-0.008966227,-0.009525819,0.005676771,-0.024803414,-0.024882528,-0.019074316,-0.007692922
-0.070562704,0.171365074,-0.007692922,-0.002599706,-0.011435518,0.010133335,-0.029259379,-0.011512835,-0.02543998,-0.014059443
-0.096028786,0.196831156,-0.012786139,-0.002599706,-0.013345217,0.012043291,-0.024803414,-0.008329575,-0.02543998,-0.015969399
-0.096028786,0.177731594,-0.005146314,0.001856858,-0.01652805,0.015863203,-0.029259379,0.015226551,-0.024166847,-0.033795656
-0.115128348,0.196831156,-0.010876183,-0.005782966,-0.01461835,0.014589899,-0.02543998,0.003766814,-0.024166847,-0.021699268
-0.127861389,0.177731594,-0.010239531,0.001856858,-0.015254917,0.017773159,-0.019074316,0.012679943,-0.020984015,-0.030612396
-0.134227909,0.184098115,-0.003236358,-0.011512835,-0.011435518,0.014589899,-0.019074316,0.000583554,-0.029259379,-0.02233592
-0.14059443,0.152265512,-0.019152659,-0.017242703,-0.015891483,0.016499855,-0.019710882,0.033689461,-0.024166847,-0.019789311
-0.159693991,0.12043291,-0.010239531,-0.00705627,-0.012708651,0.015226551,-0.024166847,0.040055981,-0.029259379,-0.017879355
-0.159693991,0.133165951,-0.008329575,-0.005782966,-0.012708651,0.017136507,-0.024166847,0.040692633,-0.033078778,-0.020425963
-0.153327471,0.101333348,-0.010239531,-0.005146314,-0.013345217,0.008860031,-0.02543998,0.035599417,-0.02543998,-0.026792484
-0.172427032,0.12043291,-0.007692922,-0.003236358,-0.013345217,0.008223379,-0.021620581,0.040055981,-0.027349679,-0.021699268
-0.172427032,0.101333348,-0.005146314,-0.010239531,-0.010162385,0.007586727,-0.022893714,0.046422502,-0.024803414,-0.030612396
-0.178793553,0.082233787,-0.00387301,-0.001963054,-0.012708651,0.010133335,-0.021620581,0.08016506,-0.026076547,-0.029975744
-0.178793553,0.082233787,-0.008966227,-0.008329575,-0.007616119,0.021593072,-0.023530281,0.069978627,-0.019710882,-0.033159004
-0.178793553,0.037668144,-0.004509662,-0.006419618,-0.005069854,0.010133335,-0.020984015,0.091624797,-0.027349679,-0.038888873
-0.185160073,0.012202062,-0.006419618,0.001856858,-0.00570642,0.015863203,-0.026076547,0.084621624,-0.02543998,-0.040798829
-0.166060512,-0.0068975,-0.00387301,-0.017242703,-0.00570642,0.020319768,-0.022893714,0.079528408,-0.028622812,-0.035068961
-0.172427032,-0.0068975,-0.006419618,-0.019789311,-0.008252686,0.006950075,-0.024803414,0.087168233,-0.024803414,-0.027429136
-0.178793553,-0.032363582,-0.00068975,-0.023609224,-0.006979553,0.018409811,-0.026713113,0.087168233,-0.027986246,-0.02551918
-0.185160073,-0.051463143,0.003766814,-0.016606051,-0.012072085,0.005676771,-0.023530281,0.082075016,-0.024166847,-0.013422791
-0.178793553,-0.076929225,-5.31E-05,-0.005146314,-0.01461835,0.003130162,-0.029895945,0.061065499,-0.030532512,-0.008966227
-0.178793553,-0.115128348,0.000583554,-0.007692922,-0.008889252,0.010133335,-0.024166847,0.079528408,-0.024166847,-0.035068961
-0.178793553,-0.134227909,0.017136507,-0.005146314,-0.00570642,0.006313423,-0.022257148,0.08016506,-0.031805645,-0.035068961
-0.191526594,-0.172427032,0.022866376,-0.008966227,-0.012708651,0.012043291,-0.020984015,0.128550616,-0.026713113,-0.035705613
-0.153327471,-0.166060512,0.027959592,-0.014059443,-0.013345217,0.015863203,-0.024166847,0.113907619,-0.023530281,-0.027429136
-0.166060512,-0.178793553,0.024776332,-0.020425963,-0.015891483,0.012679943,-0.018437749,0.12982392,-0.027986246,-0.029975744
-0.172427032,-0.172427032,0.019046464,-0.015969399,-0.017164616,0.007586727,-0.01652805,0.094171405,-0.029259379,-0.022972572
-0.172427032,-0.197893114,0.023503028,-0.008329575,-0.020347448,-0.001326402,-0.019710882,0.085258276,-0.029259379,-0.024882528
-0.153327471,-0.204259634,0.031142852,-0.001963054,-0.019710882,0.003130162,-0.019074316,0.079528408,-0.023530281,-0.022972572
-0.159693991,-0.204259634,0.023503028,-0.011512835,-0.01652805,-0.002599706,-0.022893714,0.088441537,-0.026713113,-0.028065788
-0.153327471,-0.191526594,0.029232896,-0.012149487,-0.023530281,0.007586727,-0.020347448,0.083984972,-0.027986246,-0.030612396
-0.14059443,-0.197893114,0.045149197,-0.013422791,-0.023530281,0.001856858,-0.022893714,0.136827092,-0.029895945,-0.033795656
-0.153327471,-0.185160073,0.036236069,-0.010876183,-0.019710882,0.009496683,-0.021620581,0.145103569,-0.024166847,-0.030612396
-0.14059443,-0.166060512,0.029869548,0.005040118,-0.022893714,0.007586727,-0.024166847,0.153380046,-0.024803414,-0.035705613
-0.14059443,-0.191526594,0.02413968,-0.001963054,-0.022893714,0.009496683,-0.026076547,0.085894929,-0.023530281,-0.032522352
-0.153327471,-0.191526594,0.026049636,-5.31E-05,-0.026713113,0.005040118,-0.024166847,0.120910791,-0.024803414,-0.035705613
-0.172427032,-0.210626155,0.013953247,-0.002599706,-0.024803414,-0.010876183,-0.024803414,0.141283657,-0.021620581,-0.031249048
-0.197893114,-0.248825278,0.017773159,-0.001326402,-0.027986246,-0.008966227,-0.026076547,0.090351493,-0.022893714,-0.029975744
-0.216992675,-0.223359196,0.031142852,-0.001326402,-0.040081008,-0.008966227,-0.02543998,0.111997662,-0.026076547,-0.042072133
-0.27429136,-0.210626155,0.022229724,-0.012786139,-0.035625043,-0.005782966,-0.027986246,0.132370528,-0.020347448,-0.033159004
-0.325223524,-0.229725716,0.013953247,0.003130162,-0.040717575,-0.012786139,-0.021620581,0.10181123,-0.026713113,-0.021699268
-0.363422646,-0.223359196,0.017136507,-0.004509662,-0.030532512,-0.015969399,-0.021620581,0.13300718,-0.027986246,-0.024882528
-0.40798829,-0.255191798,0.015226551,0.000583554,-0.033078778,-0.008966227,-0.019074316,0.062975455,-0.026713113,-0.026792484
-0.427087851,-0.242458757,-0.003236358,0.005040118,-0.032442211,-0.005782966,-0.021620581,0.050242414,-0.023530281,-0.033159004
-0.401621769,-0.229725716,0.008223379,-0.002599706,-0.034988477,-0.016606051,-0.023530281,0.066795367,-0.027349679,-0.035705613
-0.357056126,-0.223359196,0.006313423,-0.006419618,-0.033715344,-0.014059443,-0.022893714,0.08334832,-0.02543998,-0.035068961
-0.287024401,-0.248825278,0.010769987,-0.004509662,-0.035625043,-0.005782966,-0.022257148,0.070615279,-0.017801183,-0.020425963
-0.166060512,-0.216992675,0.006950075,-0.005782966,-0.035625043,-0.005146314,-0.022893714,0.078255104,-0.020347448,-0.033159004
0.005835541,-0.216992675,0.005040118,-5.31E-05,-0.03435191,-0.005782966,-0.024166847,0.048332458,-0.020984015,-0.023609224
0.247763319,-0.204259634,-5.31E-05,-0.014059443,-0.032442211,-0.015969399,-0.022893714,0.063612107,-0.026713113,-0.02870244
0.585188905,-0.210626155,0.000583554,-0.003236358,-0.030532512,0.005040118,-0.023530281,0.059792195,-0.039444442,-0.0318857
1.018112297,-0.191526594,-0.003236358,-0.001326402,-0.033078778,-0.004509662,-0.022893714,0.034326113,-0.049629505,-0.035705613
1.069044461,-0.185160073,0.001220206,-0.00068975,-0.033715344,-0.00705627,-0.022893714,0.040692633,-0.050902638,-0.044618741
1.069044461,-0.185160073,0.001220206,-0.00068975,-0.031169078,-0.010876183,-0.024803414,0.035599417,-0.056631736,-0.029975744
1.088144022,-0.159693991,-0.005146314,-0.002599706,-0.040717575,-0.011512835,-0.024166847,0.040692633,-0.049629505,-0.037615569
0.78891756,-0.166060512,-0.014059443,-0.003236358,-0.041354141,-0.013422791,-0.023530281,0.02732294,-0.043263841,-0.042072133
0.273229401,-0.127861389,-0.009602879,-0.002599706,-0.030532512,0.001856858,-0.022893714,0.006950075,-0.020347448,-0.044618741
-0.255191798,-0.121494868,-0.002599706,-0.002599706,-0.034988477,-5.31E-05,-0.022893714,0.023503028,0.010207741,-0.033795656
-0.312490483,-0.108761827,0.008860031,0.003130162,-0.041990708,-0.00705627,-0.024803414,0.033689461,0.048401728,-0.036978917
-0.401621769,-0.108761827,-0.00705627,0.005676771,-0.040717575,-5.31E-05,-0.022893714,0.041965937,0.096144212,-0.043982089
-0.471653495,-0.134227909,-0.009602879,-0.016606051,-0.031169078,0.007586727,-0.028622812,0.040055981,0.137521032,-0.029975744
-0.420721331,-0.089662266,-0.008329575,-0.016606051,-0.028622812,0.003130162,-0.02543998,0.006950075,0.175078452,-0.030612396
-0.388888728,-0.089662266,-0.001326402,-0.021062615,-0.031169078,-0.005146314,-0.026076547,0.019683116,0.197358278,-0.033159004
-0.369789167,-0.102395307,0.005676771,-0.021062615,-0.031805645,-5.31E-05,-0.018437749,0.02413968,0.209453041,-0.030612396
-0.344323085,-0.108761827,-0.005146314,-0.009602879,-0.026076547,-0.001326402,-0.028622812,0.007586727,0.208816474,-0.036978917
-0.312490483,-0.102395307,-0.001326402,-0.011512835,-0.029895945,0.00249351,-0.026076547,-0.006419618,0.190356047,-0.035705613
-0.318857003,-0.089662266,0.005040118,-0.020425963,-0.034988477,0.003766814,-0.029259379,0.014589899,0.152798626,-0.035068961
-0.331590044,-0.115128348,0.003766814,-0.013422791,-0.03626161,-0.001326402,-0.026076547,-0.005782966,0.117787472,-0.02551918
-0.306123962,-0.115128348,-0.003236358,-0.017879355,-0.033078778,0.001220206,-0.023530281,0.014589899,0.091688247,-0.035705613
-0.248825278,-0.14059443,0.001856858,-0.016606051,-0.031169078,0.000583554,-0.021620581,-0.016606051,0.059859924,-0.030612396
-0.216992675,-0.153327471,0.000583554,-0.010239531,-0.027986246,0.006950075,-0.018437749,-0.00068975,0.019756238,-0.024245876
-0.242458757,-0.166060512,0.012679943,-0.009602879,-0.027986246,0.014589899,-0.015254917,-0.009602879,-0.012708651,-0.034432308
-0.229725716,-0.14059443,0.012043291,-0.019789311,-0.02543998,0.011406639,-0.020984015,-0.005146314,-0.041990708,-0.024245876
-0.210626155,-0.172427032,0.015863203,-0.017242703,-0.02543998,0.011406639,-0.020347448,0.005040118,-0.059178002,-0.031249048
-0.216992675,-0.178793553,0.026049636,-0.024882528,-0.037534743,0.008223379,-0.022257148,0.010133335,-0.05599517,-0.023609224
-0.210626155,-0.197893114,0.022229724,-0.014059443,-0.03626161,0.012043291,-0.027349679,0.006950075,-0.061724268,-0.036978917
-0.204259634,-0.191526594,0.017136507,-0.015969399,-0.035625043,0.012679943,-0.020347448,-0.008329575,-0.064270534,-0.033795656
-0.197893114,-0.216992675,0.024776332,-0.017879355,-0.03435191,0.010769987,-0.020347448,-0.012786139,-0.072545898,-0.029339092
-0.191526594,-0.210626155,0.020319768,-0.015969399,-0.035625043,0.017773159,-0.022257148,-0.001326402,-0.069363065,-0.040798829
-0.185160073,-0.236092237,0.02095642,-0.020425963,-0.02543998,0.009496683,-0.023530281,0.001220206,-0.072545898,-0.044618741
-0.197893114,-0.242458757,0.031779504,-0.010876183,-0.029895945,0.012679943,-0.020347448,-5.31E-05,-0.069999632,-0.036342265
-0.191526594,-0.261558319,0.024776332,-0.003236358,-0.029259379,0.017136507,-0.024166847,-0.015969399,-0.063633967,-0.035705613
-0.159693991,-0.261558319,0.041329285,-5.31E-05,-0.027349679,0.015226551,-0.024166847,-0.00068975,-0.071272765,-0.02870244
-0.166060512,-0.236092237,0.035599417,-0.010876183,-0.027349679,0.007586727,-0.024803414,0.008860031,-0.065543667,-0.037615569
-0.153327471,-0.255191798,0.038782677,-0.015332747,-0.02543998,0.012679943,-0.022257148,-0.022972572,-0.063633967,-0.027429136
-0.166060512,-0.255191798,0.038782677,-0.009602879,-0.026713113,0.003766814,-0.020984015,-0.017242703,-0.061087701,-0.035068961
-0.153327471,-0.255191798,0.038782677,-0.012786139,-0.030532512,0.005040118,-0.027349679,-0.011512835,-0.062997401,-0.042708785
-0.153327471,-0.229725716,0.034326113,-0.014059443,-0.028622812,0.017773159,-0.022893714,-0.008966227,-0.064270534,-0.037615569
-0.14059443,-0.255191798,0.0305062,-0.00387301,-0.029895945,0.018409811,-0.020347448,-0.008329575,-0.063633967,-0.036978917
-0.153327471,-0.255191798,0.031779504,-0.017242703,-0.028622812,0.005040118,-0.021620581,0.021593072,-0.064270534,-0.036978917
-0.153327471,-0.210626155,0.016499855,-0.007692922,-0.027986246,0.001856858,-0.020984015,0.012043291,-0.066180233,-0.047165349
-0.14696095,-0.229725716,0.019683116,-0.012786139,-0.023530281,0.004403466,-0.019074316,-0.005782966,-0.066180233,-0.038252221
-0.153327471,-0.216992675,0.018409811,-0.014696095,-0.027986246,-5.31E-05,-0.022257148,0.005040118,-0.062997401,-0.043345437
-0.121494868,-0.229725716,0.019683116,-0.02233592,-0.026713113,0.00249351,-0.024803414,-0.005146314,-0.058541436,-0.044618741
-0.121494868,-0.223359196,0.022866376,-0.019152659,-0.02543998,0.003766814,-0.019074316,0.001856858,-0.058541436,-0.05353187
-0.127861389,-0.261558319,0.020319768,-0.004509662,-0.02543998,0.003766814,-0.017801183,-0.00387301,-0.050902638,-0.047802001
-0.127861389,-0.293390921,0.003130162,-0.001963054,-0.027986246,0.00249351,-0.020347448,0.004403466,-0.048992939,-0.043345437
-0.121494868,-0.401621769,0.007586727,-0.005782966,-0.024166847,0.008860031,-0.019710882,0.019683116,-0.050266072,-0.041435481
-0.115128348,-0.433454372,0.001220206,-0.015969399,-0.024803414,0.000583554,-0.021620581,0.02095642,-0.052175771,-0.047165349
-0.121494868,-0.484386535,0.000583554,-0.017242703,-0.026076547,-0.007692922,-0.022893714,0.000583554,-0.050902638,-0.043982089
-0.108761827,-0.522585658,-0.007692922,-0.014059443,-0.022893714,-0.012786139,-0.020984015,0.012679943,-0.049629505,-0.042708785
-0.102395307,-0.503486097,-0.007692922,-0.023609224,-0.022893714,-0.005782966,-0.024803414,0.008223379,-0.048356372,-0.048438654
-0.108761827,-0.490753056,-0.002599706,-0.023609224,-0.02543998,-0.001326402,-0.019710882,0.010133335,-0.047083239,-0.048438654
-0.096028786,-0.427087851,-0.005146314,-0.004509662,-0.021620581,-0.004509662,-0.015254917,0.020319768,-0.049629505,-0.045892045
-0.096028786,-0.363422646,0.006313423,-0.012149487,-0.027349679,-5.31E-05,-0.01652805,-0.003236358,-0.047083239,-0.049711958
-0.102395307,-0.223359196,0.009496683,0.006950075,-0.024803414,-0.00705627,-0.017801183,0.005040118,-0.048356372,-0.045892045
-0.096028786,-0.089662266,0.006950075,-0.001963054,-0.022893714,-0.001326402,-0.022893714,0.00249351,-0.043263841,-0.054168522
-0.089662266,0.26049636,-0.001963054,-0.005146314,-0.027349679,0.00249351,-0.019074316,-0.008329575,-0.038807876,-0.05671513
-0.115128348,0.534256741,0.004403466,-5.31E-05,-0.023530281,0.010769987,-0.019074316,0.020319768,-0.040081008,-0.063718303
-0.102395307,0.585188905,0.003130162,0.006313423,-0.022257148,0.000583554,-0.021620581,0.016499855,-0.046446673,-0.05671513
-0.102395307,0.648854109,0.001220206,0.00249351,-0.021620581,0.005040118,-0.024803414,0.020319768,-0.043900407,-0.05353187
-0.108761827,0.680686712,0.003130162,0.005040118,-0.021620581,0.012679943,-0.021620581,0.025412984,-0.042627274,-0.040798829
-0.121494868,0.247763319,-0.002599706,-0.002599706,-0.019074316,-0.005146314,-0.022257148,0.005040118,-0.042627274,-0.041435481
-0.096028786,-0.306123962,0.001220206,0.010769987,-0.02543998,-0.003236358,-0.024166847,0.012679943,-0.040717575,-0.040162177
-0.102395307,-0.465286974,-0.003236358,0.009496683,-0.020347448,0.003130162,-0.023530281,0.012043291,-0.033715344,-0.043345437
-0.096028786,-0.586250863,-0.001963054,0.00249351,-0.02543998,0.009496683,-0.022893714,0.000583554,-0.035625043,-0.033795656
-0.102395307,-0.598983904,0.000583554,0.010769987,-0.022257148,0.005676771,-0.019710882,-0.00068975,-0.03435191,-0.035705613
-0.083295745,-0.598983904,0.005040118,0.019683116,-0.023530281,0.006950075,-0.021620581,0.015863203,-0.03626161,-0.031249048
-0.083295745,-0.598983904,0.001220206,0.013316595,-0.024166847,0.012679943,-0.019710882,0.012043291,-0.035625043,-0.036978917
-0.096028786,-0.522585658,-5.31E-05,0.006950075,-0.024803414,0.007586727,-0.017801183,0.010133335,-0.034988477,-0.035068961
-0.070562704,-0.484386535,0.008860031,0.017136507,-0.02543998,0.006313423,-0.020984015,0.032416157,-0.032442211,-0.035705613
-0.096028786,-0.458920454,0.012043291,0.005676771,-0.024803414,0.001856858,-0.022893714,0.027959592,-0.033078778,-0.040798829
-0.108761827,-0.439820892,0.022866376,0.009496683,-0.02543998,0.001220206,-0.019710882,0.027959592,-0.03435191,-0.041435481
-0.076929225,-0.41435481,0.009496683,0.009496683,-0.027349679,-5.31E-05,-0.01652805,0.052789022,-0.039444442,-0.038252221
-0.051463143,-0.376155687,0.005040118,-5.31E-05,-0.026713113,0.003766814,-0.020347448,0.034326113,-0.040081008,-0.0318857
-0.064196184,-0.344323085,0.001856858,0.003766814,-0.022893714,0.006313423,-0.024803414,0.040055981,-0.033715344,-0.02551918
-0.051463143,-0.306123962,0.009496683,0.008860031,-0.026076547,-0.001963054,-0.021620581,0.016499855,-0.034988477,-0.026792484
-0.064196184,-0.255191798,0.00249351,0.013953247,-0.020984015,0.012043291,-0.027986246,0.020319768,-0.024803414,-0.027429136
-0.070562704,-0.229725716,0.016499855,0.00249351,-0.022893714,-0.005782966,-0.026713113,0.039419329,-0.028622812,-0.035705613
-0.064196184,-0.204259634,0.005040118,0.005040118,-0.018437749,-0.008966227,-0.027349679,0.029869548,-0.029259379,-0.035068961
-0.057829663,-0.166060512,0.020319768,0.008223379,-0.020347448,0.006313423,-0.020984015,0.047059154,-0.02543998,-0.044618741
-0.051463143,-0.14059443,0.014589899,0.00249351,-0.019710882,0.000583554,-0.02543998,0.049605762,-0.028622812,-0.044618741
-0.045096623,-0.134227909,0.012679943,-0.001326402,-0.023530281,0.008223379,-0.020984015,0.032416157,-0.027349679,-0.036342265
-0.051463143,-0.14059443,0.010769987,-5.31E-05,-0.026713113,0.008860031,-0.017801183,0.027959592,-0.024803414,-0.042708785
-0.038730102,-0.185160073,0.019046464,0.00249351,-0.027986246,0.003766814,-0.021620581,0.037509373,-0.027986246,-0.052258566
-0.025997061,-0.178793553,0.012043291,-0.005146314,-0.026713113,-0.00387301,-0.019710882,0.0305062,-0.029895945,-0.042072133
-0.025997061,-0.153327471,0.007586727,-0.00068975,-0.029259379,0.005040118,-0.020347448,0.041329285,-0.031169078,-0.036978917
-0.032363582,-0.127861389,0.012679943,0.008223379,-0.027986246,0.003766814,-0.020984015,0.008223379,-0.029895945,-0.033795656
-0.01326402,-0.134227909,0.02413968,0.00249351,-0.026076547,-0.001326402,-0.019074316,-0.016606051,-0.031169078,-0.045892045
-0.000530979,-0.102395307,0.02732294,-0.00387301,-0.02543998,-0.00068975,-0.023530281,0.014589899,-0.02543998,-0.028065788
-0.0068975,-0.076929225,0.031779504,-0.005146314,-0.024166847,-0.007692922,-0.019074316,-0.007692922,-0.027986246,-0.02870244
0.005835541,-0.108761827,0.02732294,-0.008329575,-0.027986246,0.00249351,-0.019710882,-0.021699268,-0.028622812,-0.019789311
0.018568582,-0.102395307,0.020319768,-0.014696095,-0.02543998,-0.005782966,-0.019074316,-0.015332747,-0.027349679,-0.030612396
0.024935103,-0.121494868,0.008860031,-0.00387301,-0.027349679,0.010769987,-0.020984015,-0.013422791,-0.031805645,-0.024245876
0.056767705,-0.102395307,0.017136507,-0.002599706,-0.020347448,0.001856858,-0.019710882,0.019683116,-0.026713113,-0.0318857
0.050401185,-0.096028786,0.005040118,-0.006419618,-0.022893714,0.006950075,-0.01461835,-0.010876183,-0.028622812,-0.040162177
0.056767705,-0.115128348,-0.002599706,-0.014696095,-0.020984015,0.008223379,-0.024803414,-0.012149487,-0.024803414,-0.048438654
0.037668144,-0.096028786,0.005040118,-0.012786139,-0.022257148,0.003130162,-0.027349679,-0.012149487,-0.019074316,-0.036978917
0.056767705,-0.102395307,-0.005782966,-0.019152659,-0.022257148,0.012043291,-0.02543998,-0.015969399,-0.020347448,-0.045255393
0.050401185,-0.102395307,-0.001963054,-0.004509662,-0.020347448,0.014589899,-0.026076547,-0.017879355,-0.023530281,-0.037615569
0.056767705,-0.089662266,-0.004509662,-0.010876183,-0.024166847,-0.003236358,-0.024803414,-0.021062615,-0.020984015,-0.049075306
0.044034664,-0.076929225,0.005676771,-0.010876183,-0.023530281,-0.00387301,-0.019710882,-5.31E-05,-0.032442211,-0.044618741
0.037668144,-0.045096623,0.001856858,-5.31E-05,-0.02543998,0.003130162,-0.022893714,-0.017242703,-0.031169078,-0.042072133
0.056767705,-0.064196184,0.000583554,-0.007692922,-0.023530281,-0.010876183,-0.018437749,0.007586727,-0.029895945,-0.049075306
0.050401185,-0.064196184,-0.006419618,-0.005782966,-0.022893714,-0.010876183,-0.019074316,0.005040118,-0.027986246,-0.042072133
0.050401185,-0.064196184,0.010769987,-0.015332747,-0.024166847,-0.006419618,-0.023530281,-0.033159004,-0.026076547,-0.043982089
0.056767705,-0.045096623,-0.00068975,-0.007692922,-0.02543998,-0.00705627,-0.022257148,-0.005146314,-0.027986246,-0.047802001
0.044034664,-0.032363582,0.00249351,-0.010876183,-0.019710882,-0.003236358,-0.019710882,-0.023609224,-0.030532512,-0.058625086
0.050401185,-0.019630541,0.001220206,-0.013422791,-0.027349679,-0.002599706,-0.020347448,-0.035068961,-0.027986246,-0.060535042
0.037668144,-0.000530979,-0.004509662,0.000583554,-0.02543998,0.001856858,-0.019074316,-0.005146314,-0.021620581,-0.040798829
0.050401185,0.024935103,0.000583554,-0.005146314,-0.020347448,-0.009602879,-0.023530281,0.015863203,-0.019710882,-0.049075306
0.031301623,-0.000530979,-0.005146314,0.005040118,-0.020347448,-0.008329575,-0.020347448,0.000583554,-0.023530281,-0.034432308
0.024935103,-0.025997061,0.001856858,0.010133335,-0.015254917,-0.010876183,-0.023530281,-0.004509662,-0.022893714,-0.042072133
0.024935103,-0.0068975,-0.00387301,0.00249351,-0.022893714,-0.00705627,-0.020347448,0.001220206,-0.022893714,-0.036978917
-0.000530979,0.005835541,0.006950075,0.000583554,-0.021620581,-0.015332747,-0.020984015,-0.014696095,-0.024166847,-0.042708785
