reposo,esfuerzo,meditacion
-0.197893114,0.330528086,0.0305062
-0.185160073,-0.178793553,0.026686288
-0.229725716,-0.554418261,0.020319768
-0.236092237,-0.611716945,0.024776332
-0.287024401,-0.719947793,0.02732294
-0.357056126,-0.649916068,0.026686288
-0.382522208,-0.643549547,0.029869548
-0.427087851,-0.637183027,0.021593072
-0.41435481,-0.605350425,0.013953247
-0.41435481,-0.54805174,0.013953247
-0.363422646,-0.535318699,0.005676771
-0.267924839,-0.554418261,0.020319768
-0.134227909,-0.484386535,0.009496683
-0.000530979,-0.376155687,0.019683116
0.266862881,-0.369789167,-5.31E-05
0.629754548,-0.325223524,0.006313423
0.973546654,-0.299757442,0.003766814
0.992646215,-0.229725716,0.014589899
0.992646215,-0.242458757,0.012679943
0.973546654,-0.166060512,0.02413968
0.546989782,-0.197893114,0.027959592
0.069500746,-0.14696095,0.010133335
-0.382522208,-0.166060512,0.009496683
-0.395255249,-0.14696095,0.005676771
-0.427087851,-0.178793553,0.015226551
-0.484386535,-0.172427032,0.019046464
-0.446187413,-0.166060512,0.028596244
-0.382522208,-0.172427032,0.02732294
-0.357056126,-0.127861389,0.022229724
-0.331590044,-0.14059443,0.017136507
-0.325223524,-0.134227909,0.007586727
-0.331590044,-0.102395307,0.012043291
-0.337956564,-0.076929225,0.008860031
-0.28065788,-0.134227909,0.012043291
-0.242458757,-0.102395307,0.000583554
-0.216992675,-0.108761827,0.005676771
-0.204259634,-0.115128348,0.006313423
-0.197893114,-0.108761827,0.012679943
-0.185160073,-0.108761827,0.015863203
-0.178793553,-0.096028786,0.015863203
-0.178793553,-0.153327471,0.012679943
-0.197893114,-0.108761827,0.014589899
-0.191526594,-0.102395307,0.014589899
-0.185160073,-0.096028786,0.017136507
-0.178793553,-0.064196184,0.016499855
-0.172427032,-0.102395307,0.02095642
-0.166060512,-0.115128348,0.008223379
-0.153327471,-0.089662266,0.015863203
-0.166060512,-0.083295745,0.015226551
-0.159693991,-0.051463143,0.014589899
-0.153327471,-0.032363582,0.015226551
-0.153327471,-0.0068975,0.017136507
-0.153327471,-0.025997061,0.015863203
-0.166060512,-0.025997061,0.009496683
-0.14696095,-0.000530979,0.008860031
-0.14696095,-0.000530979,0.006950075
-0.153327471,-0.025997061,0.011406639
-0.14059443,-0.025997061,0.007586727
-0.153327471,0.044034664,0.008860031
-0.166060512,0.056767705,0.005040118
-0.159693991,0.082233787,-0.00068975
-0.14059443,0.107699869,-5.31E-05
-0.14696095,0.101333348,-0.001963054
-0.14696095,0.184098115,-0.005146314
-0.166060512,0.177731594,-0.005782966
-0.134227909,0.139532471,0.000583554
-0.134227909,0.190464635,-0.007692922
-0.121494868,0.171365074,0.008860031
-0.153327471,0.171365074,0.005676771
-0.159693991,0.190464635,-0.003236358
-0.153327471,0.177731594,-0.001326402
-0.134227909,0.184098115,-0.008329575
-0.14696095,0.177731594,-0.007692922
-0.127861389,0.171365074,0.004403466
-0.121494868,0.145898992,0.006950075
-0.115128348,0.164998553,-0.005782966
-0.127861389,0.094966828,0.006950075
-0.102395307,0.088600307,0.009496683
-0.096028786,0.075867267,0.000583554
-0.096028786,0.056767705,0.006950075
-0.102395307,0.012202062,0.014589899
-0.108761827,-0.032363582,0.022866376
-0.089662266,-0.032363582,0.026049636
-0.096028786,-0.025997061,0.012679943
-0.108761827,-0.064196184,0.019046464
-0.121494868,-0.096028786,0.02732294
-0.127861389,-0.096028786,0.018409811
-0.108761827,-0.14696095,0.025412984
-0.127861389,-0.178793553,0.024776332
-0.102395307,-0.185160073,0.016499855
-0.115128348,-0.204259634,0.009496683
-0.089662266,-0.216992675,0.014589899
-0.076929225,-0.261558319,0.013316595
-0.070562704,-0.242458757,0.006313423
-0.064196184,-0.229725716,0.028596244
-0.038730102,-0.261558319,0.001220206
-0.051463143,-0.229725716,0.010133335
-0.038730102,-0.191526594,0.013316595
-0.019630541,-0.197893114,0.013953247
-0.045096623,-0.229725716,0.020319768
-0.032363582,-0.216992675,0.015863203
-0.038730102,-0.261558319,0.017136507
-0.038730102,-0.267924839,0.017773159
-0.025997061,-0.261558319,0.008860031
-0.032363582,-0.236092237,0.012679943
-0.032363582,-0.229725716,0.011406639
-0.01326402,-0.223359196,0.007586727
0.005835541,-0.236092237,0.003766814
-0.0068975,-0.216992675,0.005040118
-0.01326402,-0.229725716,0.005676771
0.024935103,-0.236092237,0.005676771
0.037668144,-0.287024401,0.007586727
0.018568582,-0.293390921,-0.005146314
0.024935103,-0.261558319,0.012679943
0.018568582,-0.229725716,0.000583554
0.031301623,-0.185160073,0.005040118
0.012202062,-0.185160073,0.005040118
0.044034664,-0.172427032,0.013953247
0.024935103,-0.172427032,0.008223379
0.044034664,-0.14696095,0.010133335
0.031301623,-0.14696095,0.015863203
0.031301623,-0.153327471,0.000583554
0.037668144,-0.153327471,0.009496683
0.012202062,-0.14696095,0.010133335
0.018568582,-0.115128348,0.007586727
0.024935103,-0.108761827,0.010769987
0.018568582,-0.108761827,0.006950075
-0.000530979,-0.102395307,0.024776332
-0.0068975,-0.108761827,0.016499855
-0.045096623,-0.121494868,0.02095642
-0.045096623,-0.14059443,0.010769987
-0.051463143,-0.159693991,0.023503028
-0.057829663,-0.159693991,0.020319768
-0.076929225,-0.178793553,0.025412984
-0.089662266,-0.166060512,0.016499855
-0.102395307,-0.153327471,0.022229724
-0.108761827,-0.159693991,0.025412984
-0.121494868,-0.185160073,0.026049636
-0.14696095,-0.261558319,0.024776332
-0.159693991,-0.287024401,0.028596244
-0.178793553,-0.318857003,0.025412984
-0.191526594,-0.306123962,0.038782677
-0.191526594,-0.306123962,0.029869548
-0.204259634,-0.318857003,0.02095642
-0.204259634,-0.299757442,0.015226551
-0.210626155,-0.299757442,0.009496683
-0.229725716,-0.267924839,0.008860031
-0.242458757,-0.299757442,0.010133335
-0.248825278,-0.255191798,0.011406639
-0.248825278,-0.27429136,0.010769987
-0.267924839,-0.28065788,0.007586727
-0.242458757,-0.287024401,0.011406639
-0.255191798,-0.267924839,0.008860031
-0.236092237,-0.261558319,0.006313423
-0.27429136,-0.28065788,0.007586727
-0.242458757,-0.229725716,0.010769987
-0.255191798,-0.255191798,0.005676771
-0.261558319,-0.28065788,-0.001326402
-0.242458757,-0.28065788,-0.00068975
-0.255191798,-0.318857003,0.005676771
-0.236092237,-0.382522208,0.007586727
-0.248825278,-0.388888728,0.00249351
-0.27429136,-0.471653495,0.005040118
-0.261558319,-0.439820892,0.012043291
-0.236092237,-0.41435481,-0.00068975
-0.248825278,-0.401621769,-0.001963054
-0.255191798,-0.357056126,-0.003236358
-0.255191798,-0.27429136,0.001220206
-0.236092237,-0.216992675,0.005676771
-0.229725716,-0.076929225,0.009496683
-0.255191798,0.158632033,0.003766814
-0.242458757,0.464225016,-0.00068975
-0.223359196,0.591555425,0.005676771
-0.236092237,0.706152794,0.003130162
-0.229725716,0.750718437,0.005676771
-0.223359196,0.419659372,0.009496683
-0.216992675,-0.127861389,0.022229724
-0.210626155,-0.516219138,0.008860031
-0.216992675,-0.637183027,0.028596244
-0.229725716,-0.707214752,0.017773159
-0.223359196,-0.67538215,0.025412984
-0.204259634,-0.68174867,0.026686288
-0.178793553,-0.611716945,0.026049636
-0.191526594,-0.611716945,0.026686288
-0.191526594,-0.554418261,0.027959592
-0.172427032,-0.528952179,0.022229724
-0.191526594,-0.528952179,0.015863203
-0.178793553,-0.465286974,0.024776332
-0.204259634,-0.420721331,0.034962765
-0.185160073,-0.376155687,0.035599417
-0.210626155,-0.318857003,0.016499855
-0.191526594,-0.248825278,0.02413968
-0.204259634,-0.216992675,0.017136507
-0.210626155,-0.204259634,0.019683116
-0.178793553,-0.204259634,0.016499855
-0.204259634,-0.185160073,0.025412984
-0.14059443,-0.197893114,0.013953247
-0.166060512,-0.197893114,-0.001326402
-0.127861389,-0.204259634,0.003766814
-0.14696095,-0.185160073,0.010769987
-0.134227909,-0.14696095,0.005676771
-0.089662266,-0.127861389,-0.002599706
-0.089662266,-0.076929225,0.013953247
-0.070562704,-0.108761827,0.007586727
-0.070562704,-0.096028786,0.012043291
-0.096028786,-0.115128348,0.009496683
-0.108761827,-0.102395307,0.009496683
-0.127861389,-0.14059443,0.005676771
-0.121494868,-0.108761827,0.008860031
-0.108761827,-0.096028786,0.010133335
-0.134227909,-0.115128348,0.013953247
-0.102395307,-0.108761827,0.02095642
-0.102395307,-0.121494868,0.010133335
-0.096028786,-0.102395307,0.006313423
-0.108761827,-0.083295745,0.014589899
-0.108761827,-0.057829663,0.017136507
-0.115128348,-0.01326402,0.010769987
-0.121494868,-0.019630541,0.003766814
-0.153327471,-0.032363582,-0.001963054
-0.191526594,-0.051463143,-0.005782966
-0.216992675,-0.051463143,0.001856858
-0.210626155,-0.025997061,0.005040118
-0.197893114,0.012202062,-0.00387301
-0.216992675,-0.01326402,0.001220206
-0.204259634,0.031301623,-0.004509662
-0.216992675,-0.000530979,-0.003236358
-0.236092237,-0.01326402,-0.00705627
-0.236092237,0.018568582,-0.008966227
-0.236092237,0.024935103,-0.008966227
-0.248825278,0.037668144,0.004403466
-0.236092237,0.031301623,0.005676771
-0.216992675,0.050401185,-0.014059443
-0.210626155,0.088600307,-0.015969399
-0.236092237,0.107699869,-0.00387301
-0.242458757,0.12043291,0.001220206
-0.216992675,0.12043291,-0.010876183
-0.229725716,0.145898992,-0.007692922
-0.236092237,0.171365074,-0.00387301
-0.248825278,0.215930717,-0.018516007
-0.255191798,0.203197676,0.006950075
-0.248825278,0.203197676,0.001220206
-0.267924839,0.196831156,-5.31E-05
-0.236092237,0.215930717,0.012679943
-0.236092237,0.215930717,0.009496683
-0.229725716,0.26049636,0.012043291
-0.248825278,0.203197676,0.016499855
-0.229725716,0.203197676,0.015226551
-0.223359196,0.209564197,0.013953247
-0.223359196,0.152265512,0.015226551
-0.223359196,0.12679943,0.015863203
-0.229725716,0.145898992,0.012679943
-0.216992675,0.094966828,0.013316595
-0.216992675,0.037668144,0.012679943
-0.229725716,0.094966828,0.017136507
-0.242458757,0.063134226,0.016499855
-0.318857003,0.069500746,0.02095642
-0.376155687,0.024935103,0.006313423
-0.40798829,0.056767705,0.020319768
-0.420721331,0.024935103,0.016499855
-0.427087851,-0.01326402,0.015863203
-0.420721331,-0.064196184,0.013953247
-0.388888728,-0.076929225,0.012043291
-0.331590044,-0.108761827,0.009496683
-0.267924839,-0.096028786,0.02095642
-0.127861389,-0.102395307,0.015226551
0.012202062,-0.115128348,0.020319768
0.336894606,-0.172427032,0.015226551
0.687053232,-0.166060512,0.008860031
0.814383642,-0.197893114,0.015226551
0.858949285,-0.210626155,0.022866376
0.865315806,-0.178793553,0.019046464
0.648854109,-0.178793553,0.003766814
0.037668144,-0.210626155,0.008860031
-0.427087851,-0.185160073,0.004403466
-0.490753056,-0.159693991,0.013953247
-0.567151302,-0.197893114,0.001220206
-0.522585658,-0.197893114,0.004403466
-0.535318699,-0.191526594,0.001220206
-0.452553933,-0.191526594,0.005040118
-0.458920454,-0.210626155,-0.008329575
-0.382522208,-0.191526594,-5.31E-05
-0.382522208,-0.197893114,-0.005782966
-0.363422646,-0.191526594,0.006950075
-0.344323085,-0.172427032,0.008223379
-0.331590044,-0.166060512,0.001220206
-0.306123962,-0.178793553,0.000583554
-0.293390921,-0.197893114,-0.013422791
-0.261558319,-0.197893114,-0.006419618
-0.204259634,-0.236092237,-0.00705627
-0.204259634,-0.197893114,-0.012786139
-0.197893114,-0.178793553,-0.010239531
-0.185160073,-0.197893114,-0.001963054
-0.172427032,-0.153327471,-0.005146314
-0.178793553,-0.166060512,-5.31E-05
-0.159693991,-0.14696095,0.012679943
-0.14059443,-0.166060512,0.001856858
-0.153327471,-0.153327471,0.006313423
-0.166060512,-0.102395307,-0.007692922
-0.14696095,-0.108761827,-0.017242703
-0.153327471,-0.096028786,-0.007692922
-0.153327471,-0.070562704,-0.007692922
-0.121494868,-0.089662266,0.003130162
-0.14696095,-0.102395307,0.010769987
-0.134227909,-0.127861389,0.009496683
-0.134227909,-0.134227909,0.008223379
-0.127861389,-0.14696095,0.012043291
-0.134227909,-0.121494868,0.011406639
-0.102395307,-0.14696095,0.012043291
-0.121494868,-0.166060512,0.016499855
-0.102395307,-0.14059443,0.017136507
-0.108761827,-0.14059443,0.008860031
-0.083295745,-0.153327471,0.017136507
-0.083295745,-0.159693991,0.012679943
-0.102395307,-0.191526594,0.022866376
-0.121494868,-0.216992675,0.011406639
-0.127861389,-0.210626155,0.020319768
-0.121494868,-0.255191798,0.018409811
-0.096028786,-0.255191798,0.014589899
-0.089662266,-0.216992675,0.012043291
-0.076929225,-0.236092237,0.003130162
-0.076929225,-0.223359196,-0.004509662
-0.089662266,-0.229725716,-0.002599706
-0.070562704,-0.287024401,0.014589899
-0.064196184,-0.223359196,0.009496683
-0.083295745,-0.216992675,0.008860031
-0.089662266,-0.216992675,0.013953247
-0.070562704,-0.236092237,0.011406639
-0.070562704,-0.267924839,0.010133335
-0.070562704,-0.229725716,0.010133335
-0.089662266,-0.229725716,0.013953247
-0.051463143,-0.204259634,0.013953247
-0.051463143,-0.197893114,0.009496683
-0.051463143,-0.197893114,0.008860031
-0.057829663,-0.172427032,0.012679943
-0.051463143,-0.216992675,0.008860031
-0.064196184,-0.223359196,0.011406639
-0.051463143,-0.318857003,0.012043291
-0.064196184,-0.369789167,0.009496683
-0.051463143,-0.446187413,0.010769987
-0.057829663,-0.465286974,0.010133335
-0.057829663,-0.497119576,0.009496683
-0.045096623,-0.497119576,0.006313423
-0.051463143,-0.478020015,-0.002599706
-0.038730102,-0.350689605,0.00249351
-0.038730102,-0.261558319,-0.00068975
-0.038730102,-0.115128348,0.011406639
-0.045096623,0.12043291,-0.001963054
-0.025997061,0.489691098,-0.00068975
-0.019630541,0.667953671,0.001220206
-0.000530979,0.687053232,-0.001963054
-0.0068975,0.744351917,0.001856858
0.005835541,0.591555425,0.004403466
0.012202062,0.069500746,0.014589899
0.024935103,-0.382522208,0.015226551
0.024935103,-0.490753056,0.008860031
0.024935103,-0.579884343,0.014589899
0.056767705,-0.637183027,0.017773159
0.050401185,-0.611716945,0.012679943
0.069500746,-0.611716945,0.001856858
0.063134226,-0.535318699,0.005676771
0.082233787,-0.528952179,0.012679943
0.088600307,-0.465286974,0.008860031
0.101333348,-0.427087851,0.016499855
0.094966828,-0.382522208,0.012043291
0.094966828,-0.312490483,0.014589899
0.101333348,-0.27429136,0.015863203
0.082233787,-0.236092237,0.017136507
0.082233787,-0.223359196,0.019683116
0.075867267,-0.204259634,0.022866376
0.094966828,-0.236092237,0.029869548
0.082233787,-0.178793553,0.022866376
0.075867267,-0.172427032,0.022229724
0.075867267,-0.159693991,0.017773159
0.075867267,-0.153327471,0.013316595
0.075867267,-0.14696095,0.013316595
0.050401185,-0.172427032,0.02413968
0.075867267,-0.121494868,0.019683116
0.050401185,-0.127861389,0.012679943
0.037668144,-0.102395307,0.010133335
0.050401185,-0.121494868,0.008860031
0.018568582,-0.115128348,0.001856858
0.024935103,-0.115128348,0.006950075
0.018568582,-0.102395307,-0.001963054
-0.0068975,-0.14696095,0.005040118
-0.032363582,-0.134227909,-0.00068975
-0.038730102,-0.127861389,-0.004509662
-0.057829663,-0.134227909,0.001220206
-0.083295745,-0.115128348,-0.005146314
-0.089662266,-0.102395307,-0.001326402
-0.115128348,-0.076929225,-0.008329575
-0.115128348,-0.070562704,0.006313423
-0.134227909,-0.051463143,-0.00068975
-0.14059443,-0.025997061,-0.004509662
-0.166060512,-0.032363582,-0.004509662
-0.185160073,-0.032363582,-0.00068975
-0.204259634,-0.019630541,-0.001326402
-0.210626155,-0.019630541,-0.003236358
-0.216992675,-0.025997061,-0.007692922
-0.216992675,-0.019630541,0.012043291
-0.229725716,-0.025997061,0.003766814
-0.242458757,-0.032363582,0.006313423
-0.229725716,-0.000530979,0.009496683
-0.248825278,0.005835541,0.010133335
-0.248825278,-0.000530979,0.012679943
-0.216992675,0.012202062,0.025412984
-0.248825278,0.024935103,0.015226551
-0.236092237,-0.000530979,0.013953247
-0.248825278,0.056767705,0.017773159
-0.216992675,0.075867267,0.015226551
-0.229725716,0.069500746,0.006313423
-0.255191798,0.088600307,0.017773159
-0.242458757,0.075867267,0.021593072
-0.261558319,0.101333348,0.008860031
-0.255191798,0.133165951,0.008860031
-0.248825278,0.158632033,0.009496683
-0.255191798,0.158632033,0.012679943
-0.248825278,0.158632033,-0.002599706
-0.255191798,0.158632033,0.009496683
-0.248825278,0.222297238,0.016499855
-0.248825278,0.177731594,-0.003236358
-0.248825278,0.215930717,0.003766814
-0.229725716,0.215930717,0.012679943
-0.216992675,0.215930717,0.009496683
-0.236092237,0.171365074,0.015863203
-0.223359196,0.145898992,0.019683116
-0.229725716,0.139532471,0.02095642
-0.223359196,0.12679943,0.012679943
-0.216992675,0.088600307,0.005676771
-0.223359196,0.075867267,0.001856858
-0.204259634,0.075867267,-0.00705627
-0.204259634,0.044034664,0.010769987
-0.204259634,0.031301623,0.015226551
-0.197893114,0.018568582,0.014589899
-0.197893114,0.012202062,0.019046464
-0.210626155,-0.01326402,0.023503028
-0.204259634,-0.064196184,0.017136507
-0.191526594,-0.070562704,0.010133335
-0.197893114,-0.089662266,0.00249351
-0.185160073,-0.108761827,0.010133335
-0.191526594,-0.121494868,0.001220206
-0.159693991,-0.121494868,0.014589899
-0.172427032,-0.172427032,0.008223379
-0.166060512,-0.197893114,-5.31E-05
-0.166060512,-0.185160073,-5.31E-05
-0.159693991,-0.191526594,0.006313423
-0.153327471,-0.204259634,0.006950075
-0.14696095,-0.229725716,0.007586727
-0.134227909,-0.223359196,0.006950075
-0.127861389,-0.216992675,-0.005146314
-0.121494868,-0.178793553,-0.003236358
-0.102395307,-0.204259634,-0.004509662
-0.089662266,-0.185160073,0.008860031
-0.083295745,-0.172427032,-0.005782966
-0.083295745,-0.204259634,0.006950075
-0.070562704,-0.172427032,0.001856858
-0.089662266,-0.178793553,0.009496683
-0.096028786,-0.159693991,-0.002599706
-0.102395307,-0.153327471,0.000583554
-0.076929225,-0.14696095,-0.002599706
-0.076929225,-0.159693991,0.006313423
-0.083295745,-0.172427032,0.010769987
-0.076929225,-0.197893114,0.005040118
-0.089662266,-0.204259634,0.000583554
-0.096028786,-0.204259634,0.001856858
-0.121494868,-0.197893114,0.005676771
-0.102395307,-0.197893114,0.013316595
-0.096028786,-0.178793553,0.006313423
-0.115128348,-0.197893114,0.008860031
-0.127861389,-0.178793553,0.013953247
-0.153327471,-0.153327471,0.012043291
-0.166060512,-0.115128348,0.00249351
-0.166060512,-0.108761827,0.001220206
-0.185160073,-0.096028786,-0.001963054
-0.178793553,-0.083295745,-0.007692922
-0.191526594,-0.102395307,0.004403466
-0.178793553,-0.096028786,0.001856858
-0.178793553,-0.076929225,0.005676771
-0.197893114,-0.045096623,0.005676771
-0.197893114,-0.064196184,0.014589899
-0.191526594,-0.096028786,-0.001963054
-0.197893114,-0.115128348,0.008860031
-0.204259634,-0.102395307,-0.001963054
-0.216992675,-0.115128348,0.005040118
-0.197893114,-0.127861389,-0.002599706
-0.210626155,-0.127861389,0.00249351
-0.204259634,-0.102395307,0.001220206
-0.204259634,-0.159693991,-5.31E-05
-0.204259634,-0.153327471,-0.002599706
-0.216992675,-0.166060512,-5.31E-05
-0.178793553,-0.172427032,-0.006419618
-0.178793553,-0.204259634,-0.006419618
-0.172427032,-0.223359196,-0.001963054
-0.178793553,-0.197893114,0.005040118
-0.185160073,-0.216992675,0.005676771
-0.185160073,-0.248825278,0.004403466
-0.191526594,-0.236092237,0.007586727
-0.210626155,-0.204259634,-5.31E-05
-0.204259634,-0.255191798,0.00249351
-0.204259634,-0.242458757,-0.002599706
-0.159693991,-0.261558319,0.010133335
-0.178793553,-0.248825278,0.006313423
-0.178793553,-0.229725716,0.008860031
-0.191526594,-0.248825278,0.003130162
-0.204259634,-0.248825278,0.003130162
-0.229725716,-0.242458757,-0.001963054
-0.261558319,-0.216992675,0.010133335
-0.299757442,-0.216992675,0.008223379
-0.363422646,-0.210626155,0.014589899
-0.40798829,-0.236092237,0.022229724
-0.427087851,-0.191526594,0.017136507
-0.382522208,-0.204259634,0.005040118
-0.369789167,-0.255191798,0.010133335
-0.331590044,-0.312490483,0.016499855
-0.261558319,-0.382522208,0.012043291
-0.14059443,-0.458920454,0.012043291
0.012202062,-0.522585658,0.013316595
0.190464635,-0.528952179,0.016499855
0.470591536,-0.54168522,0.015226551
0.846216244,-0.478020015,0.022866376
0.903514929,-0.401621769,0.017773159
0.941714051,-0.306123962,0.017136507
0.884415367,-0.166060512,0.02095642
0.457858495,0.114066389,0.020319768
-0.070562704,0.464225016,0.019683116
-0.41435481,0.642487589,0.02095642
-0.478020015,0.674320191,0.022866376
-0.497119576,0.757084958,0.031142852
-0.484386535,0.66158715,0.015226551
-0.471653495,0.177731594,0.017773159
-0.458920454,-0.267924839,0.015226551
-0.433454372,-0.395255249,0.013316595
-0.40798829,-0.490753056,0.020319768
-0.388888728,-0.560784781,0.016499855
-0.376155687,-0.579884343,0.027959592
-0.344323085,-0.528952179,0.019683116
-0.337956564,-0.516219138,0.029869548
-0.299757442,-0.446187413,0.020319768
-0.229725716,-0.40798829,0.013953247
-0.216992675,-0.369789167,0.020319768
-0.229725716,-0.344323085,0.022229724
-0.210626155,-0.236092237,0.016499855
-0.210626155,-0.210626155,0.015863203
-0.191526594,-0.236092237,0.023503028
-0.172427032,-0.242458757,0.02413968
-0.178793553,-0.242458757,0.008860031
-0.191526594,-0.210626155,0.02732294
-0.216992675,-0.178793553,0.013953247
-0.197893114,-0.153327471,0.018409811
-0.191526594,-0.178793553,0.013316595
-0.185160073,-0.191526594,0.019683116
-0.185160073,-0.197893114,0.02095642
-0.178793553,-0.197893114,0.024776332
-0.191526594,-0.172427032,0.017136507
-0.185160073,-0.166060512,0.016499855
-0.172427032,-0.127861389,0.0305062
-0.185160073,-0.108761827,0.011406639
-0.153327471,-0.083295745,0.02095642
-0.166060512,-0.070562704,0.018409811
-0.14696095,-0.076929225,0.022866376
-0.166060512,-0.102395307,0.017773159
-0.14059443,-0.14696095,0.023503028
-0.166060512,-0.172427032,0.024776332
-0.166060512,-0.204259634,0.02095642
-0.121494868,-0.159693991,0.023503028
-0.127861389,-0.14696095,0.022229724
-0.127861389,-0.083295745,0.012043291
-0.115128348,-0.051463143,0.012679943
-0.115128348,-0.019630541,0.02095642
-0.108761827,-0.025997061,0.02732294
-0.127861389,-0.057829663,0.015863203
-0.153327471,-0.076929225,0.013316595
-0.14059443,-0.057829663,0.018409811
-0.102395307,-0.076929225,0.020319768
-0.102395307,-0.108761827,0.022866376
-0.089662266,-0.089662266,0.0305062
-0.108761827,-0.083295745,0.02732294
-0.096028786,-0.038730102,0.026049636
-0.076929225,-0.057829663,0.0305062
-0.108761827,-0.032363582,0.025412984
-0.102395307,-0.0068975,0.022866376
-0.108761827,0.005835541,0.015226551
-0.115128348,0.044034664,0.031142852
-0.076929225,0.063134226,0.026049636
-0.076929225,0.063134226,0.026686288
-0.064196184,0.088600307,0.022866376
-0.057829663,0.114066389,0.012043291
-0.102395307,0.133165951,0.016499855
-0.108761827,0.139532471,0.015226551
-0.096028786,0.088600307,0.018409811
-0.057829663,0.101333348,0.022866376
-0.070562704,0.107699869,0.019683116
-0.051463143,0.133165951,0.015863203
-0.064196184,0.145898992,0.025412984
-0.064196184,0.152265512,0.024776332
-0.038730102,0.145898992,0.015226551
-0.025997061,0.152265512,0.019046464
-0.038730102,0.133165951,0.019046464
-0.032363582,0.082233787,0.008860031
-0.051463143,0.069500746,0.009496683
-0.076929225,0.101333348,0.020319768
-0.045096623,0.075867267,0.017136507
-0.000530979,0.075867267,0.015226551
-0.019630541,0.075867267,0.035599417
0.012202062,0.056767705,0.021593072
0.018568582,0.056767705,0.025412984
0.018568582,0.050401185,0.017136507
0.012202062,0.005835541,0.011406639
0.037668144,-0.000530979,0.013953247
0.044034664,-0.000530979,0.014589899
0.050401185,-0.000530979,0.022866376
0.037668144,-0.038730102,0.022866376
0.063134226,-0.064196184,0.008860031
0.037668144,-0.108761827,0.019046464
0.037668144,-0.14696095,0.010769987
0.063134226,-0.197893114,0.007586727
0.088600307,-0.197893114,0.014589899
0.075867267,-0.185160073,0.022866376
0.075867267,-0.185160073,0.020319768
0.088600307,-0.204259634,0.016499855
0.114066389,-0.204259634,0.019683116
0.069500746,-0.204259634,0.02095642
0.024935103,-0.204259634,0.015863203
0.031301623,-0.229725716,0.028596244
0.037668144,-0.216992675,0.026049636
0.050401185,-0.216992675,0.031779504
0.044034664,-0.229725716,0.031142852
0.037668144,-0.255191798,0.029232896
0.069500746,-0.229725716,0.015226551
0.037668144,-0.223359196,0.02095642
-0.000530979,-0.229725716,0.019683116
0.005835541,-0.223359196,0.012679943
0.018568582,-0.204259634,0.020319768
-0.019630541,-0.204259634,0.012679943
-0.01326402,-0.191526594,0.022866376
-0.025997061,-0.197893114,0.022229724
-0.038730102,-0.197893114,0.020319768
-0.070562704,-0.172427032,0.026686288
-0.096028786,-0.236092237,0.02095642
-0.102395307,-0.248825278,0.011406639
-0.166060512,-0.261558319,0.015226551
-0.153327471,-0.261558319,0.023503028
-0.153327471,-0.267924839,0.020319768
-0.166060512,-0.248825278,0.027959592
-0.14696095,-0.28065788,0.022866376
-0.197893114,-0.248825278,0.031142852
-0.223359196,-0.210626155,0.031779504
-0.216992675,-0.178793553,0.02413968
-0.229725716,-0.185160073,0.017773159
-0.248825278,-0.178793553,0.026686288
-0.216992675,-0.14696095,0.025412984
-0.261558319,-0.14059443,0.017773159
-0.293390921,-0.14059443,0.011406639
-0.306123962,-0.096028786,0.017136507
-0.27429136,-0.089662266,0.026686288
-0.248825278,-0.108761827,0.014589899
-0.255191798,-0.115128348,0.02095642
-0.28065788,-0.14059443,0.020319768
-0.229725716,-0.153327471,0.015226551
-0.242458757,-0.134227909,0.020319768
-0.223359196,-0.14696095,0.017136507
-0.28065788,-0.153327471,0.017773159
-0.287024401,-0.153327471,0.028596244
-0.306123962,-0.191526594,0.02732294
-0.287024401,-0.191526594,0.017136507
-0.223359196,-0.210626155,0.017136507
-0.255191798,-0.223359196,0.017136507
-0.267924839,-0.236092237,0.012679943
-0.255191798,-0.236092237,0.02095642
-0.28065788,-0.242458757,0.024776332
-0.28065788,-0.242458757,0.02413968
-0.242458757,-0.229725716,0.022229724
-0.255191798,-0.236092237,0.014589899
-0.204259634,-0.255191798,0.016499855
-0.229725716,-0.236092237,0.014589899
-0.248825278,-0.229725716,0.011406639
-0.229725716,-0.223359196,0.013953247
-0.229725716,-0.255191798,0.010133335
-0.248825278,-0.248825278,0.005676771
-0.236092237,-0.261558319,0.015226551
-0.216992675,-0.236092237,0.017773159
-0.248825278,-0.229725716,0.010769987
-0.223359196,-0.236092237,0.02413968
-0.287024401,-0.242458757,0.022866376
-0.248825278,-0.27429136,0.023503028
-0.210626155,-0.255191798,0.012679943
-0.261558319,-0.236092237,0.015863203
-0.191526594,-0.236092237,0.02413968
-0.166060512,-0.248825278,0.012679943
-0.153327471,-0.293390921,0.02095642
-0.223359196,-0.350689605,0.012679943
-0.153327471,-0.40798829,0.014589899
-0.178793553,-0.458920454,0.018409811
-0.197893114,-0.516219138,0.009496683
-0.185160073,-0.516219138,0.010769987
-0.216992675,-0.535318699,-5.31E-05
-0.210626155,-0.497119576,0.012679943
-0.185160073,-0.401621769,0.013953247
-0.108761827,-0.299757442,0.003766814
-0.102395307,-0.166060512,-5.31E-05
-0.089662266,0.063134226,0.015226551
-0.064196184,0.432392413,0.013316595
-0.134227909,0.553356302,0.009496683
-0.089662266,0.597921946,0.007586727
-0.102395307,0.667953671,0.013953247
-0.083295745,0.515157179,0.009496683
